crop,soil_type,nitrogen_min,nitrogen_max,phosphorus_min,phosphorus_max,potassium_min,potassium_max,ph_min,ph_max,temp_min,temp_max,humidity_min,humidity_max,rain_min,rain_max,moisture_min,moisture_max,season
Bruss. Sprouts,clay_loam,120.0,150.0,60.0,80.0,80.0,100.0,6.0,7.0,10.0,20.0,60.0,80.0,500.0,800.0,50.0,60.0,winter
Endive,sandy_loam,80.0,100.0,40.0,60.0,60.0,80.0,6.0,7.0,15.0,20.0,60.0,70.0,400.0,600.0,50.0,60.0,winter
Radicchio,sandy_loam,80.0,100.0,40.0,60.0,60.0,80.0,6.0,7.0,15.0,20.0,60.0,70.0,400.0,600.0,50.0,60.0,winter
Rhubarb,loamy,100.0,120.0,50.0,70.0,80.0,100.0,5.5,7.0,10.0,20.0,60.0,80.0,500.0,800.0,60.0,70.0,hills
Parsnip,sandy_loam,80.0,100.0,40.0,60.0,80.0,100.0,6.0,7.0,10.0,20.0,60.0,70.0,400.0,600.0,50.0,60.0,winter
Rutabaga,loamy,80.0,100.0,50.0,70.0,80.0,100.0,6.0,7.0,10.0,20.0,60.0,70.0,400.0,600.0,50.0,60.0,winter
Turnip (Ooty),loamy,60.0,80.0,40.0,50.0,40.0,50.0,5.5,6.8,10.0,15.0,60.0,70.0,300.0,500.0,50.0,60.0,rabi
Lett.(Romaine),sandy_loam,80.0,100.0,40.0,60.0,40.0,60.0,6.0,7.0,15.0,20.0,60.0,70.0,400.0,500.0,60.0,70.0,rabi
Lett.(Butter),sandy_loam,80.0,100.0,40.0,60.0,40.0,60.0,6.0,7.0,15.0,20.0,60.0,70.0,400.0,500.0,60.0,70.0,rabi
Rocket Leaves,sandy_loam,60.0,80.0,30.0,40.0,40.0,50.0,6.0,7.0,15.0,25.0,50.0,70.0,400.0,600.0,50.0,60.0,winter
Artichoke,clay_loam,100.0,120.0,60.0,80.0,80.0,100.0,6.0,7.0,15.0,25.0,60.0,80.0,500.0,800.0,50.0,60.0,hills
Leek (Ooty 1),loamy,100.0,120.0,60.0,80.0,80.0,100.0,6.0,7.0,15.0,25.0,60.0,70.0,500.0,700.0,60.0,70.0,rabi
Celery(Ooty 1),peaty,100.0,120.0,60.0,80.0,80.0,100.0,6.0,7.0,15.0,20.0,70.0,80.0,600.0,800.0,70.0,80.0,rabi
Siriyanangai,sandy_loam,20.0,30.0,20.0,30.0,10.0,20.0,6.0,7.5,25.0,35.0,50.0,70.0,600.0,1000.0,40.0,50.0,kharif
Periyanangai,sandy_loam,20.0,30.0,20.0,30.0,10.0,20.0,6.0,7.5,25.0,35.0,50.0,70.0,600.0,1000.0,40.0,50.0,kharif
Orithal Thamar,sandy,10.0,20.0,10.0,20.0,10.0,20.0,6.0,7.5,25.0,35.0,40.0,60.0,400.0,800.0,30.0,40.0,kharif
Amman Pachari.,sandy_loam,10.0,20.0,10.0,20.0,10.0,20.0,6.0,7.5,25.0,35.0,50.0,70.0,400.0,800.0,30.0,50.0,kharif
Thumbai,sandy_loam,10.0,20.0,10.0,20.0,10.0,20.0,6.0,7.5,25.0,35.0,50.0,70.0,400.0,800.0,30.0,50.0,kharif
Nayuruvi (Red),sandy_loam,10.0,20.0,10.0,20.0,10.0,20.0,6.5,8.0,25.0,35.0,40.0,60.0,400.0,800.0,30.0,40.0,kharif
Kuppaimeni,sandy,10.0,20.0,10.0,20.0,10.0,20.0,6.0,7.5,25.0,35.0,50.0,70.0,500.0,1000.0,40.0,50.0,kharif
Ponnanganni(W),clay_loam,60.0,80.0,30.0,40.0,30.0,40.0,6.0,7.5,25.0,35.0,60.0,80.0,600.0,1000.0,60.0,80.0,year_round
Karisalank(Y),clay_loam,30.0,40.0,20.0,30.0,20.0,30.0,6.0,7.5,25.0,35.0,70.0,80.0,1000.0,1500.0,60.0,80.0,year_round
Karisalank(W),clay_loam,30.0,40.0,20.0,30.0,20.0,30.0,6.0,7.5,25.0,35.0,70.0,80.0,1000.0,1500.0,60.0,80.0,year_round
Nithyakal.(W),sandy_loam,40.0,50.0,20.0,30.0,20.0,30.0,6.0,7.0,25.0,35.0,50.0,60.0,800.0,1000.0,40.0,50.0,kharif
Mudakathan(R),sandy_loam,20.0,30.0,20.0,30.0,20.0,30.0,6.0,7.5,25.0,35.0,50.0,70.0,500.0,800.0,40.0,50.0,kharif
Sivanar Vembu,sandy,10.0,20.0,10.0,20.0,10.0,20.0,6.0,8.0,25.0,40.0,40.0,60.0,300.0,600.0,20.0,40.0,year_round
Vellerukku,sandy,10.0,20.0,10.0,20.0,10.0,20.0,6.5,8.5,25.0,45.0,30.0,50.0,200.0,600.0,20.0,30.0,year_round
Adathoda(Sml),sandy,20.0,30.0,20.0,30.0,20.0,30.0,6.0,7.5,25.0,35.0,50.0,70.0,600.0,1200.0,40.0,50.0,year_round
Vilvam (Maha),sandy_loam,50.0,60.0,30.0,40.0,30.0,40.0,6.0,8.0,25.0,40.0,40.0,60.0,500.0,800.0,30.0,40.0,long_term
Vembu (Malai),red_laterite,40.0,60.0,30.0,40.0,30.0,40.0,5.5,7.0,25.0,35.0,50.0,70.0,800.0,1500.0,40.0,60.0,long_term
Vembu (Nattu),sandy_loam,20.0,30.0,10.0,20.0,10.0,20.0,6.2,7.0,25.0,40.0,40.0,60.0,400.0,1000.0,30.0,40.0,long_term
Pungam(Nattu),sandy_loam,20.0,30.0,20.0,30.0,20.0,30.0,6.0,8.0,25.0,40.0,40.0,60.0,500.0,1000.0,30.0,50.0,long_term
Iluppai(Nattu),sandy_loam,40.0,60.0,30.0,40.0,30.0,40.0,6.0,7.5,25.0,40.0,40.0,60.0,600.0,1200.0,30.0,50.0,long_term
Mango (Malgov),red_laterite,75.0,100.0,20.0,30.0,75.0,100.0,5.5,7.5,24.0,30.0,50.0,80.0,700.0,2500.0,40.0,50.0,summer
Mango(Imam P),red_laterite,75.0,100.0,20.0,30.0,75.0,100.0,5.5,7.5,24.0,30.0,50.0,80.0,700.0,2500.0,40.0,50.0,summer
Mango(Sendhu),red_laterite,75.0,100.0,20.0,30.0,75.0,100.0,5.5,7.5,24.0,30.0,50.0,80.0,700.0,2500.0,40.0,50.0,summer
Mango(Rumani),red_laterite,75.0,100.0,20.0,30.0,75.0,100.0,5.5,7.5,24.0,30.0,50.0,80.0,700.0,2500.0,40.0,50.0,summer
Mango(Kalpad),red_laterite,75.0,100.0,20.0,30.0,75.0,100.0,5.5,7.5,24.0,30.0,50.0,80.0,700.0,2500.0,40.0,50.0,summer
Banana(Rasth),clay_loam,200.0,250.0,40.0,50.0,250.0,300.0,6.5,7.5,25.0,35.0,75.0,85.0,1500.0,2500.0,70.0,80.0,year_round
Banana(Karpu),clay_loam,200.0,250.0,40.0,50.0,250.0,300.0,6.5,7.5,25.0,35.0,75.0,85.0,1500.0,2500.0,70.0,80.0,year_round
Banana(Sevvz),clay_loam,200.0,250.0,40.0,50.0,250.0,300.0,6.5,7.5,25.0,35.0,75.0,85.0,1500.0,2500.0,70.0,80.0,year_round
Banana(Pach),clay_loam,200.0,250.0,40.0,50.0,250.0,300.0,6.5,7.5,25.0,35.0,75.0,85.0,1500.0,2500.0,70.0,80.0,year_round
Banana(Mala),loamy,200.0,250.0,40.0,50.0,250.0,300.0,6.0,7.0,20.0,30.0,75.0,85.0,1500.0,2500.0,70.0,80.0,hills
Banana(G1),clay_loam,200.0,250.0,40.0,50.0,250.0,300.0,6.5,7.5,25.0,35.0,75.0,85.0,1500.0,2500.0,70.0,80.0,year_round
Guava (L49),loamy,100.0,150.0,50.0,100.0,100.0,150.0,4.5,8.2,20.0,30.0,50.0,70.0,1000.0,1500.0,40.0,50.0,year_round
Guava (Arka),loamy,100.0,150.0,50.0,100.0,100.0,150.0,4.5,8.2,20.0,30.0,50.0,70.0,1000.0,1500.0,40.0,50.0,year_round
Guava(Allah),loamy,100.0,150.0,50.0,100.0,100.0,150.0,4.5,8.2,20.0,30.0,50.0,70.0,1000.0,1500.0,40.0,50.0,year_round
Pomegr.(Bha),sandy_loam,100.0,150.0,50.0,75.0,50.0,75.0,6.5,8.0,25.0,35.0,40.0,50.0,500.0,800.0,30.0,40.0,year_round
Pomegr.(Gan),sandy_loam,100.0,150.0,50.0,75.0,50.0,75.0,6.5,8.0,25.0,35.0,40.0,50.0,500.0,800.0,30.0,40.0,year_round
Grapes(Pane),loamy,150.0,200.0,100.0,150.0,150.0,200.0,6.5,7.5,15.0,40.0,40.0,60.0,500.0,900.0,40.0,50.0,summer
Grapes(Thom),loamy,150.0,200.0,100.0,150.0,150.0,200.0,6.5,7.5,15.0,40.0,40.0,60.0,500.0,900.0,40.0,50.0,summer
Papaya(CO8),sandy_loam,200.0,250.0,200.0,250.0,200.0,250.0,6.0,6.5,25.0,30.0,60.0,70.0,1000.0,1500.0,50.0,60.0,year_round
Papaya(RedL),sandy_loam,200.0,250.0,200.0,250.0,200.0,250.0,6.0,6.5,25.0,30.0,60.0,70.0,1000.0,1500.0,50.0,60.0,year_round
Sapota(Kalip),sandy_loam,150.0,200.0,50.0,100.0,100.0,150.0,6.0,8.0,25.0,35.0,50.0,70.0,1000.0,1500.0,40.0,50.0,year_round
Sapota(PKM1),sandy_loam,150.0,200.0,50.0,100.0,100.0,150.0,6.0,8.0,25.0,35.0,50.0,70.0,1000.0,1500.0,40.0,50.0,year_round
Amla (Kan),sandy_loam,50.0,70.0,30.0,40.0,40.0,50.0,6.5,8.0,25.0,35.0,40.0,50.0,600.0,800.0,30.0,40.0,winter
Amla (Krish),sandy_loam,50.0,70.0,30.0,40.0,40.0,50.0,6.5,8.0,25.0,35.0,40.0,50.0,600.0,800.0,30.0,40.0,winter
Jackfr.(PLR),loamy,100.0,150.0,50.0,70.0,50.0,100.0,6.0,7.5,25.0,35.0,60.0,80.0,1500.0,2000.0,50.0,60.0,summer
Jackfr.(Var),loamy,100.0,150.0,50.0,70.0,50.0,100.0,6.0,7.5,25.0,35.0,60.0,80.0,1500.0,2000.0,50.0,60.0,summer
Lemon(PKM1),loamy,150.0,200.0,50.0,70.0,100.0,150.0,5.5,7.0,20.0,30.0,50.0,60.0,700.0,1200.0,40.0,50.0,year_round
Acid Lime,loamy,150.0,200.0,50.0,70.0,100.0,150.0,5.5,7.0,20.0,30.0,50.0,60.0,700.0,1200.0,40.0,50.0,year_round
Pineapp(Maur),red_laterite,150.0,200.0,50.0,70.0,150.0,200.0,5.0,6.0,22.0,32.0,70.0,80.0,1500.0,2500.0,60.0,70.0,year_round
Pineapp(Kew),red_laterite,150.0,200.0,50.0,70.0,150.0,200.0,5.0,6.0,22.0,32.0,70.0,80.0,1500.0,2500.0,60.0,70.0,year_round
Waterm.(Sgr),sandy_loam,80.0,100.0,40.0,60.0,40.0,60.0,6.0,7.0,25.0,35.0,40.0,50.0,400.0,600.0,40.0,50.0,zaid/sum
Waterm.(Arka),sandy_loam,80.0,100.0,40.0,60.0,40.0,60.0,6.0,7.0,25.0,35.0,40.0,50.0,400.0,600.0,40.0,50.0,zaid/sum
Muskm.(Hara),sandy_loam,60.0,80.0,40.0,50.0,40.0,50.0,6.0,7.0,25.0,35.0,40.0,50.0,300.0,500.0,40.0,50.0,zaid/sum
Muskm.(Durg),sandy_loam,60.0,80.0,40.0,50.0,40.0,50.0,6.0,7.0,25.0,35.0,40.0,50.0,300.0,500.0,40.0,50.0,zaid/sum
Custard(Bal),sandy,50.0,70.0,30.0,40.0,30.0,40.0,6.0,8.0,25.0,35.0,40.0,60.0,500.0,800.0,30.0,40.0,late_sum
Custard(Arka),sandy,50.0,70.0,30.0,40.0,30.0,40.0,6.0,8.0,25.0,35.0,40.0,60.0,500.0,800.0,30.0,40.0,late_sum
Fig (Dian),clay_loam,80.0,100.0,40.0,50.0,60.0,80.0,6.0,7.0,25.0,35.0,40.0,50.0,500.0,700.0,40.0,50.0,summer
Fig (Poona),clay_loam,80.0,100.0,40.0,50.0,60.0,80.0,6.0,7.0,25.0,35.0,40.0,50.0,500.0,700.0,40.0,50.0,summer
WoodAp(PKM1),sandy,30.0,50.0,20.0,30.0,30.0,40.0,6.0,7.5,25.0,40.0,40.0,60.0,500.0,1000.0,30.0,40.0,summer
Jujube(Gola),sandy_loam,30.0,50.0,20.0,30.0,30.0,40.0,6.0,8.0,25.0,45.0,30.0,50.0,300.0,600.0,20.0,30.0,winter
Jasmine(CO1),sandy_loam,100.0,120.0,100.0,120.0,100.0,120.0,6.0,7.0,25.0,35.0,60.0,70.0,800.0,1000.0,50.0,60.0,year_round
Jasmine(CO2),sandy_loam,100.0,120.0,100.0,120.0,100.0,120.0,6.0,7.0,25.0,35.0,60.0,70.0,800.0,1000.0,50.0,60.0,year_round
Jasmine(CO3),sandy,100.0,120.0,100.0,120.0,100.0,120.0,6.0,7.0,25.0,35.0,60.0,70.0,800.0,1000.0,50.0,60.0,year_round
Jasmine(CO4),sandy,100.0,120.0,100.0,120.0,100.0,120.0,6.0,7.0,25.0,35.0,60.0,70.0,800.0,1000.0,50.0,60.0,year_round
Jasmine(CO5),sandy,100.0,120.0,100.0,120.0,100.0,120.0,6.0,7.0,25.0,35.0,60.0,70.0,800.0,1000.0,50.0,60.0,year_round
Rose(Gladiat),loamy,150.0,200.0,100.0,150.0,150.0,200.0,6.0,7.0,15.0,28.0,50.0,60.0,600.0,800.0,50.0,60.0,year_round
Rose(Button),loamy,150.0,200.0,100.0,150.0,150.0,200.0,6.0,7.0,15.0,28.0,50.0,60.0,600.0,800.0,50.0,60.0,year_round
Rose(Panner),loamy,150.0,200.0,100.0,150.0,150.0,200.0,6.0,7.0,15.0,28.0,50.0,60.0,600.0,800.0,50.0,60.0,year_round
Marig.(MDU1),sandy_loam,80.0,100.0,80.0,100.0,80.0,100.0,6.5,7.5,15.0,30.0,50.0,60.0,500.0,700.0,40.0,50.0,year_round
Marig.(Pusa),sandy_loam,80.0,100.0,80.0,100.0,80.0,100.0,6.5,7.5,15.0,30.0,50.0,60.0,500.0,700.0,40.0,50.0,year_round
Chrysan(CO1),sandy_loam,100.0,150.0,100.0,150.0,100.0,150.0,6.0,7.0,15.0,25.0,50.0,60.0,500.0,700.0,50.0,60.0,winter
Chrysan(CO2),sandy_loam,100.0,150.0,100.0,150.0,100.0,150.0,6.0,7.0,15.0,25.0,50.0,60.0,500.0,700.0,50.0,60.0,winter
Tuber.(Praj),loamy,100.0,150.0,80.0,100.0,80.0,100.0,6.5,7.5,20.0,30.0,60.0,70.0,600.0,800.0,50.0,60.0,sum/rainy
Tuber.(Shrn),loamy,100.0,150.0,80.0,100.0,80.0,100.0,6.5,7.5,20.0,30.0,60.0,70.0,600.0,800.0,50.0,60.0,sum/rainy
Crossand.CO1,sandy_loam,60.0,80.0,40.0,60.0,40.0,60.0,6.0,7.0,25.0,35.0,50.0,60.0,600.0,800.0,40.0,50.0,year_round
Crossand.CO2,sandy_loam,60.0,80.0,40.0,60.0,40.0,60.0,6.0,7.0,25.0,35.0,50.0,60.0,600.0,800.0,40.0,50.0,year_round
Hibis.(Haw),loamy,80.0,100.0,40.0,60.0,60.0,80.0,6.0,7.0,25.0,35.0,60.0,80.0,1000.0,1500.0,50.0,60.0,year_round
Hibis.(Dbl),loamy,80.0,100.0,40.0,60.0,60.0,80.0,6.0,7.0,25.0,35.0,60.0,80.0,1000.0,1500.0,50.0,60.0,year_round
Nerium(Pink),sandy_loam,40.0,60.0,30.0,40.0,30.0,40.0,6.5,8.0,25.0,40.0,40.0,60.0,500.0,1000.0,30.0,40.0,year_round
Nerium(Wht),sandy_loam,40.0,60.0,30.0,40.0,30.0,40.0,6.5,8.0,25.0,40.0,40.0,60.0,500.0,1000.0,30.0,40.0,year_round
Gladiol.(S),sandy_loam,80.0,100.0,60.0,80.0,80.0,100.0,6.0,7.0,15.0,25.0,50.0,70.0,600.0,1000.0,50.0,60.0,hills/winter
Gladiol.(W),sandy_loam,80.0,100.0,60.0,80.0,80.0,100.0,6.0,7.0,15.0,25.0,50.0,70.0,600.0,1000.0,50.0,60.0,hills/winter
Orchid(Den),bark/peat,10.0,20.0,10.0,20.0,10.0,20.0,5.5,6.5,18.0,28.0,70.0,90.0,1500.0,3000.0,70.0,90.0,hills
Orchid(Pha),bark/peat,10.0,20.0,10.0,20.0,10.0,20.0,5.5,6.5,18.0,28.0,70.0,90.0,1500.0,3000.0,70.0,90.0,hills
Anthuri(Tr),peaty,20.0,30.0,10.0,20.0,20.0,30.0,5.5,6.5,20.0,30.0,70.0,90.0,1500.0,2500.0,70.0,90.0,hills
Anthuri(Ac),peaty,20.0,30.0,10.0,20.0,20.0,30.0,5.5,6.5,20.0,30.0,70.0,90.0,1500.0,2500.0,70.0,90.0,hills
Carnat.(St),loamy,100.0,120.0,80.0,100.0,100.0,120.0,6.0,7.0,15.0,25.0,50.0,70.0,500.0,800.0,50.0,60.0,hills/winter
Carnat.(Sp),loamy,100.0,120.0,80.0,100.0,100.0,120.0,6.0,7.0,15.0,25.0,50.0,70.0,500.0,800.0,50.0,60.0,hills/winter
Gerbera(S),sandy_loam,80.0,100.0,60.0,80.0,80.0,100.0,5.5,6.5,15.0,25.0,50.0,70.0,600.0,1000.0,50.0,60.0,hills/winter
Gerbera(M),sandy_loam,80.0,100.0,60.0,80.0,80.0,100.0,5.5,6.5,15.0,25.0,50.0,70.0,600.0,1000.0,50.0,60.0,hills/winter
Lilium(As),loamy,60.0,80.0,40.0,60.0,60.0,80.0,6.0,7.0,15.0,25.0,50.0,70.0,600.0,1000.0,50.0,60.0,hills/winter
Lilium(Or),loamy,60.0,80.0,40.0,60.0,60.0,80.0,6.0,7.0,15.0,25.0,50.0,70.0,600.0,1000.0,50.0,60.0,hills/winter
BirdofPara,loamy,40.0,60.0,30.0,40.0,40.0,60.0,6.0,7.5,15.0,30.0,50.0,70.0,800.0,1500.0,50.0,60.0,year_round
Heliconia,peaty,40.0,60.0,30.0,40.0,40.0,60.0,5.5,6.5,20.0,30.0,70.0,90.0,1500.0,2500.0,70.0,90.0,year_round
Zingiber S,loamy,60.0,80.0,40.0,50.0,60.0,80.0,5.5,6.5,25.0,30.0,70.0,90.0,1500.0,2000.0,60.0,70.0,year_round
Alpinia P.,loamy,60.0,80.0,40.0,50.0,60.0,80.0,5.5,6.5,25.0,30.0,70.0,90.0,1500.0,2000.0,60.0,70.0,year_round
Aster(Chi),loamy,60.0,80.0,40.0,60.0,60.0,80.0,6.0,7.0,15.0,25.0,50.0,70.0,500.0,800.0,40.0,60.0,winter
Aster(Nov),loamy,60.0,80.0,40.0,60.0,60.0,80.0,6.0,7.0,15.0,25.0,50.0,70.0,500.0,800.0,40.0,60.0,winter
Zinnia(El),loamy,60.0,80.0,40.0,60.0,60.0,80.0,6.0,7.0,20.0,30.0,50.0,70.0,500.0,800.0,40.0,60.0,summer
Zinnia(Ha),loamy,60.0,80.0,40.0,60.0,60.0,80.0,6.0,7.0,20.0,30.0,50.0,70.0,500.0,800.0,40.0,60.0,summer
Pepper(Pan1),red_laterite,100.0,120.0,40.0,50.0,120.0,140.0,5.5,6.5,20.0,30.0,70.0,90.0,2000.0,3000.0,70.0,80.0,year_round
Pepper(Kar),red_laterite,100.0,120.0,40.0,50.0,120.0,140.0,5.5,6.5,20.0,30.0,70.0,90.0,2000.0,3000.0,70.0,80.0,year_round
Pepper(Aim),red_laterite,100.0,120.0,40.0,50.0,120.0,140.0,5.5,6.5,20.0,30.0,70.0,90.0,2000.0,3000.0,70.0,80.0,year_round
Cardam(Mala),peaty,75.0,100.0,75.0,100.0,150.0,200.0,5.0,6.5,15.0,25.0,75.0,90.0,1500.0,4000.0,70.0,80.0,year_round
Cardam(Myso),peaty,75.0,100.0,75.0,100.0,150.0,200.0,5.0,6.5,15.0,25.0,75.0,90.0,1500.0,4000.0,70.0,80.0,year_round
Cardam(Vazh),peaty,75.0,100.0,75.0,100.0,150.0,200.0,5.0,6.5,15.0,25.0,75.0,90.0,1500.0,4000.0,70.0,80.0,year_round
Turmeric(B2),loamy,120.0,150.0,50.0,60.0,90.0,120.0,4.5,7.5,20.0,35.0,70.0,90.0,1500.0,2200.0,60.0,70.0,kharif
Turmeric(P1),loamy,120.0,150.0,50.0,60.0,90.0,120.0,4.5,7.5,20.0,35.0,70.0,90.0,1500.0,2200.0,60.0,70.0,kharif
Turmeric(A),loamy,120.0,150.0,50.0,60.0,90.0,120.0,4.5,7.5,20.0,35.0,70.0,90.0,1500.0,2200.0,60.0,70.0,kharif
Ginger(Rio),loamy,75.0,100.0,50.0,75.0,50.0,75.0,5.5,6.5,25.0,30.0,70.0,90.0,1500.0,2000.0,60.0,70.0,kharif
Ginger(Nat),loamy,75.0,100.0,50.0,75.0,50.0,75.0,5.5,6.5,25.0,30.0,70.0,90.0,1500.0,2000.0,60.0,70.0,kharif
Coriand(CO1),loamy,30.0,40.0,30.0,40.0,20.0,30.0,6.0,7.0,15.0,25.0,50.0,60.0,400.0,500.0,40.0,50.0,rabi
Coriand(CO2),loamy,30.0,40.0,30.0,40.0,20.0,30.0,6.0,7.0,15.0,25.0,50.0,60.0,400.0,500.0,40.0,50.0,rabi
Coriand(CO3),loamy,30.0,40.0,30.0,40.0,20.0,30.0,6.0,7.0,15.0,25.0,50.0,60.0,400.0,500.0,40.0,50.0,rabi
Cumin(RS1),sandy_loam,30.0,40.0,20.0,30.0,15.0,20.0,7.0,8.0,15.0,25.0,40.0,50.0,200.0,300.0,30.0,40.0,rabi
Cumin(GC1),sandy_loam,30.0,40.0,20.0,30.0,15.0,20.0,7.0,8.0,15.0,25.0,40.0,50.0,200.0,300.0,30.0,40.0,rabi
Fennel(CO1),loamy,60.0,80.0,40.0,50.0,40.0,50.0,6.5,8.0,15.0,25.0,40.0,50.0,300.0,500.0,30.0,40.0,rabi
Fennel(PF35),loamy,60.0,80.0,40.0,50.0,40.0,50.0,6.5,8.0,15.0,25.0,40.0,50.0,300.0,500.0,30.0,40.0,rabi
Fenugr(CO1),clay_loam,20.0,30.0,40.0,50.0,20.0,30.0,6.0,7.0,15.0,25.0,50.0,60.0,300.0,400.0,40.0,50.0,rabi
Fenugr(CO2),clay_loam,20.0,30.0,40.0,50.0,20.0,30.0,6.0,7.0,15.0,25.0,50.0,60.0,300.0,400.0,40.0,50.0,rabi
Cotton(CO14),black,80.0,120.0,40.0,60.0,40.0,60.0,5.8,8.0,21.0,30.0,50.0,70.0,500.0,700.0,40.0,50.0,kharif
Cotton(SVPR),black,80.0,120.0,40.0,60.0,40.0,60.0,5.8,8.0,21.0,30.0,50.0,70.0,500.0,700.0,40.0,50.0,kharif
Cotton(K11),black,80.0,120.0,40.0,60.0,40.0,60.0,5.8,8.0,21.0,30.0,50.0,70.0,500.0,700.0,40.0,50.0,kharif
Sugarc.(CO4),clay_loam,250.0,300.0,75.0,100.0,100.0,150.0,6.5,7.5,27.0,38.0,70.0,85.0,1500.0,2500.0,60.0,70.0,annual
Sugarc.(COC),clay_loam,250.0,300.0,75.0,100.0,100.0,150.0,6.5,7.5,27.0,38.0,70.0,85.0,1500.0,2500.0,60.0,70.0,annual
Jute (JRC),clay_loam,60.0,80.0,30.0,40.0,30.0,40.0,6.0,7.5,24.0,35.0,70.0,90.0,1500.0,2000.0,70.0,80.0,kharif
Jute (JRO),clay_loam,60.0,80.0,30.0,40.0,30.0,40.0,6.0,7.5,24.0,35.0,70.0,90.0,1500.0,2000.0,70.0,80.0,kharif
Sunhemp(CO1),sandy_loam,10.0,20.0,30.0,40.0,20.0,30.0,6.0,7.5,25.0,35.0,50.0,70.0,500.0,1000.0,40.0,50.0,kharif
Daincha(CO1),clay,10.0,20.0,30.0,40.0,20.0,30.0,6.0,8.5,25.0,35.0,50.0,80.0,600.0,1200.0,50.0,80.0,kharif
Kolinji(Loc),sandy_loam,10.0,20.0,20.0,30.0,10.0,20.0,6.0,8.0,25.0,40.0,30.0,50.0,400.0,800.0,20.0,40.0,kharif
Teak(Nilamb),loamy,50.0,70.0,30.0,40.0,40.0,50.0,6.5,7.5,25.0,35.0,60.0,80.0,1200.0,2000.0,40.0,50.0,long_term
Teak(TopSl),loamy,50.0,70.0,30.0,40.0,40.0,50.0,6.5,7.5,25.0,35.0,60.0,80.0,1200.0,2000.0,40.0,50.0,long_term
Casuar.(MTP),sandy,20.0,30.0,10.0,20.0,10.0,20.0,6.0,8.0,25.0,35.0,60.0,80.0,800.0,1500.0,40.0,50.0,long_term
Casuar.(MTP),sandy,20.0,30.0,10.0,20.0,10.0,20.0,6.0,8.0,25.0,35.0,60.0,80.0,800.0,1500.0,40.0,50.0,long_term
Eucalyp(MTP),sandy_loam,50.0,70.0,30.0,40.0,30.0,40.0,5.5,6.5,20.0,35.0,50.0,60.0,800.0,1200.0,40.0,50.0,long_term
Melia(MTP 1),red_laterite,40.0,50.0,20.0,30.0,20.0,30.0,5.5,7.0,25.0,35.0,50.0,70.0,800.0,1500.0,40.0,50.0,long_term
Melia(MTP 2),red_laterite,40.0,50.0,20.0,30.0,20.0,30.0,5.5,7.0,25.0,35.0,50.0,70.0,800.0,1500.0,40.0,50.0,long_term
Ailanth(CO),sandy,30.0,40.0,20.0,30.0,20.0,30.0,6.0,8.0,25.0,40.0,40.0,60.0,500.0,1000.0,30.0,50.0,long_term
Neem (Seedl),sandy_loam,20.0,30.0,10.0,20.0,10.0,20.0,6.2,7.0,25.0,40.0,40.0,60.0,400.0,1000.0,30.0,40.0,long_term
Pungam(Clon),sandy_loam,20.0,30.0,20.0,30.0,20.0,30.0,6.0,8.0,25.0,40.0,40.0,60.0,500.0,1000.0,30.0,50.0,long_term
Napier(CO3),loamy,150.0,200.0,40.0,60.0,40.0,60.0,6.0,7.5,25.0,35.0,60.0,80.0,1000.0,1500.0,60.0,70.0,year_round
Napier(CO4),loamy,150.0,200.0,40.0,60.0,40.0,60.0,6.0,7.5,25.0,35.0,60.0,80.0,1000.0,1500.0,60.0,70.0,year_round
Napier(CO5),loamy,150.0,200.0,40.0,60.0,40.0,60.0,6.0,7.5,25.0,35.0,60.0,80.0,1000.0,1500.0,60.0,70.0,year_round
Guinea(CO1),loamy,100.0,120.0,40.0,50.0,40.0,50.0,5.5,7.0,25.0,35.0,60.0,80.0,800.0,1500.0,50.0,70.0,year_round
Guinea(CO2),loamy,100.0,120.0,40.0,50.0,40.0,50.0,5.5,7.0,25.0,35.0,60.0,80.0,800.0,1500.0,50.0,70.0,year_round
Guinea(CO3),loamy,100.0,120.0,40.0,50.0,40.0,50.0,5.5,7.0,25.0,35.0,60.0,80.0,800.0,1500.0,50.0,70.0,year_round
Lucerne(CO1),loamy,20.0,30.0,80.0,100.0,40.0,60.0,6.5,7.5,15.0,25.0,40.0,60.0,500.0,800.0,40.0,50.0,rabi
Desman.(CO1),loamy,10.0,20.0,20.0,30.0,10.0,20.0,6.0,8.0,25.0,35.0,50.0,70.0,500.0,1000.0,40.0,50.0,year_round
Stylo(Towns),sandy_loam,10.0,20.0,20.0,30.0,10.0,20.0,5.5,7.5,25.0,35.0,50.0,70.0,600.0,1200.0,40.0,60.0,year_round
Stylo(Scab),sandy_loam,10.0,20.0,20.0,30.0,10.0,20.0,5.5,7.5,25.0,35.0,50.0,70.0,600.0,1200.0,40.0,60.0,year_round
Agathi(CO1),loamy,20.0,30.0,30.0,40.0,30.0,40.0,6.0,7.5,25.0,35.0,60.0,70.0,800.0,1500.0,50.0,60.0,year_round
Subabul(K8),sandy_loam,10.0,20.0,20.0,30.0,10.0,20.0,6.0,7.5,25.0,35.0,50.0,70.0,600.0,1000.0,40.0,50.0,long_term
Gliricid(Mac),sandy_loam,10.0,20.0,20.0,30.0,10.0,20.0,5.5,7.5,25.0,35.0,50.0,70.0,800.0,1500.0,40.0,50.0,long_term
